,0,1,2,3,4,5,6,7
0,0.010918076951945133,0.09627081196883625,0.06392403764377463,0.024061767066397288,0.04402131818806532,0.11898302918582015,0.08736195852675654,0.10860021689994659
1,0.01764095614972183,0.10120467399728705,0.0572871127741138,0.031812880097365936,0.047223390202936366,0.10862169301817792,0.02338668625512441,0.12935295466901708
2,0.016828053741563043,0.10624415545627985,0.06617465022907543,0.039452770861183706,0.04992448538047489,0.09121784306251557,0.08648718571524194,0.10077844783212075
3,0.027001096003462233,0.12475672302574947,0.06134981509480597,0.04074803939679772,0.05280126579750122,0.10075481012043419,0.03178005558808261,0.10791106882518864
4,0.028966664786095997,0.10515383934152533,0.056311357591088074,0.04788790679559474,0.05488893990076099,0.1029036741480659,0.05010978413160039,0.10853016231784407
5,0.033872846884407504,0.10558513855112006,0.05085223140655548,0.04258475652555138,0.05721346374517905,0.09631238129222819,0.050260746836056525,0.08127076186307836
6,0.02990663393717574,0.10588447307718207,0.047579361375694185,0.049293026691529795,0.059103699315430136,0.1062319718423197,0.041577809148561684,0.07058105594913422
7,0.016696587289256604,0.10938776402637873,0.06439656863041643,0.06176781363603545,0.055112262132692935,0.1429549139648889,0.048820414986572525,0.0755610210809663
8,0.01600350447980836,0.10571734165323188,0.06520396629279557,0.06794250302198457,0.021207688803357327,0.1490243711333088,0.05986434524609585,0.06769675196917935
9,0.018162574561835343,0.10540906643045356,0.05412698796763549,0.062079009486407766,0.01762896495364552,0.1411591743871179,0.04793993667568197,0.06332818134204043
10,0.01454202644075231,0.10180856030562824,0.06035283578000439,0.05640601239553311,0.01636127366683504,0.1341337214679309,0.08461486127611118,0.057091277174100896
11,0.008325046845376716,0.10517356847894599,0.06101190961229164,0.05074749923333888,0.052354005414139704,0.10010056764995323,0.06693914927255784,0.07982138397730831
12,0.003707432949263567,0.10201944153884357,0.06365444113227703,0.04542461982587487,0.06023421379538185,0.1073793211053029,0.06151882713551049,0.08973246922313594
13,0.0013425783852751838,0.09240530729293828,0.05624328217258845,0.03444394251195393,0.06500831715301159,0.1450329094553603,0.06767737974905808,0.08848312063063102
